time	rtt	rto
1788.73	65.6457	68.7374
1791.59	67.3296	69.9478
1793.1	66.4152	69.6316
1795.31	65.8276	68.7038
1797.75	65.0835	68.6561
1804.25	63.0835	70.2632
1810.67	65.0475	69.3749
1812.55	66.7715	69.9496
1812.93	66.9147	70.3885
1815.86	65.9919	69.5299
1817.73	67.5986	70.6634
1819.96	65.2517	70.1323
1823.92	66.886	70.1914
1825.91	67.1413	70.4141
1827.38	64.6208	70.693
1829.36	65.2971	70.0945
1831.46	65.2586	69.5855
1833.98	65.3633	69.0247
1836.77	67.078	69.7017
1840.55	68.4316	71.5868
1842.15	65.9281	70.5106
1842.98	65.6914	69.8682
1845.37	65.0222	69.9017
1847.84	64.949	69.8353
1850.36	66.7375	69.8283
1852.64	66.3531	69.2948
1855.01	66.1844	68.6629
1857.78	68.7568	71.0647
1859.66	67.9686	71.6821
1862.07	68.8733	72.989
1866.74	71.2818	76.4275
1867.21	69.3828	76.3869
1868.79	64.3558	77.0989
1873.59	62.8101	78.5203
1877.61	64.9547	77.0857
1878.15	65.1231	75.6178
1879.87	63.8805	75.4138
1883.29	65.4434	73.552
1885.2	64.5561	72.8532
1886.97	62.9182	73.5685
1889.36	63.3246	73.3495
1891.41	63.9214	72.3702
1893.97	64.5493	70.9142
1897.17	65.0184	69.511
1902.3	68.2261	72.0585
1903.24	66.3211	71.4673
1903.87	63.1389	72.0166
1905.31	64.3539	71.0366
1908.89	66.68	71.3461
1910.22	67.1282	71.9076
1912.2	66.7265	71.6748
1914.76	66.8272	71.4806
1917.03	66.5666	70.9146
1920.14	67.4376	71.3873
1921.96	66.8979	70.9668
1926.75	68.871	72.7835
1927.06	67.3055	72.0922
1929.28	67.1336	71.2956
1933.69	66.8114	70.2803
1934.53	67.07	69.7965
1935.82	66.9182	69.223
1937.37	63.6326	71.3574
1940.08	62.3005	73.6822
1943.27	65.0344	72.46
1944.73	64.743	71.6809
1948.32	64.9157	70.8017
1949.21	63.9344	70.8994
1952.5	65.4799	69.662
1954.76	65.3053	68.6371
1957.53	67.8825	70.6597
1960.27	68.8095	72.9431
1961.7	67.648	73.0058
1963.14	65.8727	71.66
1966.51	64.1003	72.1469
1968.86	65.5722	70.927
1971.82	67.8919	71.9095
1972.96	67.5422	72.0354
1975.5	66.5501	70.8615
1979.62	69.2883	73.0368
1980.53	68.2721	73.204
1981.94	67.0744	71.8123
1984.17	67.0308	70.7018
1986.65	66.4046	70.2365
1989.8	67.5517	70.1546
1996.66	69.8089	72.5588
1997.83	70.7184	75.0738
1997.99	68.597	74.2016
2000	66.2034	74.0544
2003.27	68.6843	73.622
2007.45	71.5439	76.4011
2007.75	70.2713	76.6412
2008.47	70.6618	77.0391
2012.16	72.0051	78.6122
2013.42	70.0345	77.2211
2014.75	69.8991	75.9313
2017.68	69.2777	74.3587
2019.28	69.999	73.8381
2021.81	69.2035	72.9338
2024.9	70.0418	72.7712
2026.35	68.7196	72.6153
2028.72	68.311	72.7489
2031.4	69.5747	72.2378
2033.69	70.4812	72.8391
2036.45	69.799	72.3925
2037.57	68.5794	72.4586
2041	69.058	71.9621
2042.65	69.6359	71.6456
2045.03	69.4314	71.145
2047.85	68.13	71.7958
2050.21	69.629	71.6099
2052.87	70.4222	72.3183
2054.82	70.6439	72.9733
2056.65	69.8736	72.4638
2060.3	70.3839	72.6226
2061.13	63.7021	77.1458
2064.42	66.7073	77.0646
2066.82	68.9309	75.2562
2068.19	70.132	75.2229
2070.7	70.607	75.5764
2073.47	70.1091	75.093
2075.41	67.8976	74.7883
2078.06	70.2623	74.7091
2079.83	71.2958	75.6808
2083.13	70.8758	75.709
2084.37	70.8648	75.5641
2087.1	72.2549	76.886
2089.22	71.4356	76.687
2091.5	72.1364	77.1807
2094.05	72.1284	77.3381
2098.23	73.2178	78.5041
2099.92	73.5057	79.4281
2101.66	72.8233	79.0816
2104.37	72.9009	78.746
2106.05	72.2531	77.6143
2108.62	72.0619	76.4889
2111.77	74.1103	77.9166
2112.53	70.9197	77.4817
2115.21	72.4759	76.6975
2116.93	71.8066	75.7021
2119.29	73.9516	76.9866
2122.1	72.7919	76.4301
